Name,Discipline,Affiliation,Qualifition
Dr. Muhammad Hayyat Jokhio,Engineering Sciences,"Dawood University of Engineering and Technology (DUET), Karachi",Ph.D.
Dr. Muhammad Shahab Alam,Chemical Sciences,"Dawood University of Engineering and Technology (DUET), Karachi",Ph.D.
Dr. Munaf Rashid,Engineering Sciences,"Dawood University of Engineering and Technology (DUET), Karachi",Ph.D.
Dr. Rashid Baig,Engineering Sciences,"Dawood University of Engineering and Technology (DUET), Karachi",Ph.D.
Dr. S. H. Hussain Naqvi,Physics,"Dawood University of Engineering and Technology (DUET), Karachi",Ph.D.
Dr. Saleem Qadir Tunio,Engineering Sciences,"Dawood University of Engineering and Technology (DUET), Karachi",Ph.D.
Dr. Samreen Aamir,Engineering Sciences,"Dawood University of Engineering and Technology (DUET), Karachi",Ph.D.
Dr. Samreen Amir,biological Sciences,"Dawood University of Engineering and Technology (DUET), Karachi",Ph.D.
Shahid Iqbal,Information Technology,"Dawood University of Engineering and Technology (DUET), Karachi",MS
Shamim Ur Rehman,Information Technology,"Dawood University of Engineering and Technology (DUET), Karachi",MS
Dr. Sikandar Ali Abbasi,Environmental Sciences,"Dawood University of Engineering and Technology (DUET), Karachi",Ph.D.
Sohail Rana,Information Technology,"Dawood University of Engineering and Technology (DUET), Karachi",MS
Dr. Wahid Bux Soomro,Engineering Sciences,"Dawood University of Engineering and Technology (DUET), Karachi",Ph.D.
Dr. Akhter Islam,Chemical Sciences,"Dayaram Jethamal Sindh Government Science College, Karachi",Ph.D.
Dr. Anjum Riaz,Physics,"Dayaram Jethamal Sindh Government Science College, Karachi",Ph.D.
Dr. Arshad Jamal,Biological Sciences,"Dayaram Jethamal Sindh Government Science College, Karachi",Ph.D.
Dr. Asrar Hussain,Biological Sciences,"Dayaram Jethamal Sindh Government Science College, Karachi",Ph.D.
Dr. Atiq-Ur-Rehman,Physics,"Dayaram Jethamal Sindh Government Science College, Karachi",Ph.D.
Dr. Ayaz. A. Siddiqui,Chemical Sciences,"Dayaram Jethamal Sindh Government Science College, Karachi",Ph.D.
Dr. Hakeem Ullah Baig Chaghtai,Biological Sciences,"Dayaram Jethamal Sindh Government Science College, Karachi",Ph.D.
Dr. Iftekhar Muhammad,Mathematics & Statistics,"Dayaram Jethamal Sindh Government Science College, Karachi",Ph.D.
Dr. Iftikhar Ajmal,Social Sciences,"Dayaram Jethamal Sindh Government Science College, Karachi",Ph.D.
Dr. Javed Amin Qureshi,Physics,"Dayaram Jethamal Sindh Government Science College, Karachi",Ph.D.
Dr. K. S. Nagpal,Social Sciences,"Dayaram Jethamal Sindh Government Science College, Karachi",Ph.D.
Dr. Kamal Kibria,Social Sciences,"Dayaram Jethamal Sindh Government Science College, Karachi",Ph.D.
Dr. Kamil Hussain,Chemical Sciences,"Dayaram Jethamal Sindh Government Science College, Karachi",Ph.D.
Dr. Liaquat Ali,Physics,"Dayaram Jethamal Sindh Government Science College, Karachi",Ph.D.
Dr. M. Nawaz Lashri,Social Sciences,"Dayaram Jethamal Sindh Government Science College, Karachi",Ph.D.
Dr. Mirza Shahid Baig,Mathematics & Statistics,"Dayaram Jethamal Sindh Government Science College, Karachi",Ph.D.
Dr. Moosa Kamlani,Social Sciences,"Dayaram Jethamal Sindh Government Science College, Karachi",Ph.D.
Dr. Muhammad Arshad,Physics,"Dayaram Jethamal Sindh Government Science College, Karachi",Ph.D.
Dr. Muhammad Azhar Hussain,biological Sciences,"Dayaram Jethamal Sindh Government Science College, Karachi",Ph.D.
Dr. Muhammad Shamim Siddiqui,biological Sciences,"Dayaram Jethamal Sindh Government Science College, Karachi",Ph.D.
Dr. Muhammad Younus,Chemical Sciences,"Dayaram Jethamal Sindh Government Science College, Karachi",Ph.D.
Dr. Mujeeb Ahmed Khan,Mathematics & Statistics,"Dayaram Jethamal Sindh Government Science College, Karachi",Ph.D.
Dr. Noor Ali Turkmen,Chemical Sciences,"Dayaram Jethamal Sindh Government Science College, Karachi",Ph.D.
Dr. Obaid Ahmad,Chemical Sciences,"Dayaram Jethamal Sindh Government Science College, Karachi",Ph.D.
Dr. S. Afzal Hussain,Physics,"Dayaram Jethamal Sindh Government Science College, Karachi",Ph.D.
Dr. S. Asif Ali,biological Sciences,"Dayaram Jethamal Sindh Government Science College, Karachi",Ph.D.
Dr. S. Kamil Sher,Chemical Sciences,"Dayaram Jethamal Sindh Government Science College, Karachi",Ph.D.
Dr. S. M. Shah Alam,Social Sciences,"Dayaram Jethamal Sindh Government Science College, Karachi",Ph.D.
Dr. Sakina Memon,Social Sciences,"Dayaram Jethamal Sindh Government Science College, Karachi",Ph.D.
Dr. Shamshad Ahmed Khan,Biological Sciences,"Dayaram Jethamal Sindh Government Science College, Karachi",Ph.D.
Dr. Syed Ghulam Haider Rizvi,Biological Sciences,"Dayaram Jethamal Sindh Government Science College, Karachi",Ph.D.
Dr. Syed Musharraf Zaman,Social Sciences,"Dayaram Jethamal Sindh Government Science College, Karachi",Ph.D.
Dr. Syed Rizwan Haider,biological Sciences,"Dayaram Jethamal Sindh Government Science College, Karachi",Ph.D.
Dr. Waheed Hassan Akbari,Physics,"Dayaram Jethamal Sindh Government Science College, Karachi",Ph.D.
Dr. Wasim Adil,Physics,"Dayaram Jethamal Sindh Government Science College, Karachi",Ph.D.
Dr. Zahid Hussain,Mathematics & Statistics,"Dayaram Jethamal Sindh Government Science College, Karachi",Ph.D.
Dr. Javed Iqbal,Chemical Sciences,"Defence Science & Technology Organization (DESTO), Islamabad",
Dr. Muhammad Waqar Aslam,Chemical Sciences,"Defence Science & Technology Organization (DESTO), Islamabad",
Sajid Nawaz Malik,Chemical Sciences,"Defence Science & Technology Organization (DESTO), Islamabad",
Dr. Shakeel Ahmad,Physics,"Defence Science & Technology Organization (DESTO), Islamabad",
Akhtar Ahmed Khalili,Social Sciences,"DHA Suffa Univeristy, Karachi",M.Phil.
Dr. Bilal A. Siddiqui,Engineering Sciences,"DHA Suffa Univeristy, Karachi",Ph.D.
Dr. Johar Khurshid Farooqi,Engineering Sciences,"DHA Suffa Univeristy, Karachi",Post-Doc
Kinza Shafique,Chemical Sciences,"DHA Suffa Univeristy, Karachi",MS
Dr. Mahwish Anjum,Social Sciences,"DHA Suffa Univeristy, Karachi",Ph.D.
Dr. Muhammad Farrukh Shahab,Physics,"DHA Suffa Univeristy, Karachi",Ph.D.
Dr. Muhammad Kashif Khan,Engineering Sciences,"DHA Suffa Univeristy, Karachi",Ph.D.
Dr. Muhammad Mobeen Movania,Information Technology,"DHA Suffa Univeristy, Karachi",Ph.D.
Muhammad Mustafa Pasha,Information Technology,"DHA Suffa Univeristy, Karachi",MS
Dr. Muhammad Shoaib Siddiqui,Information Technology,"DHA Suffa Univeristy, Karachi",Ph.D.
Dr. Mumtaz Ali,Information Technology,"DHA Suffa Univeristy, Karachi",Ph.D.
Dr. Mumtaz Ali Shaikh,Engineering Sciences,"DHA Suffa Univeristy, Karachi",Ph.D.
Dr. Munawar Hussain,Chemical Sciences,"DHA Suffa Univeristy, Karachi",Ph.D.
Dr. Navid Jamil Malik,Social Sciences,"DHA Suffa Univeristy, Karachi",Ph.D.
Dr. Rafeel Riaz,Physics,"DHA Suffa Univeristy, Karachi",Ph.D.
Dr. Rauf A. S. Malick,Information Technology,"DHA Suffa Univeristy, Karachi",Ph.D.
Razi Sultan Siddiqui,Social Sciences,"DHA Suffa Univeristy, Karachi",MS
Dr. Rida Ahmed,Chemical Sciences,"DHA Suffa Univeristy, Karachi",Ph.D.
Salman Zaffar,Engineering Sciences,"DHA Suffa Univeristy, Karachi",MS
Dr. Sameer Qazi,Information Technology,"DHA Suffa Univeristy, Karachi",Ph.D.
Dr. Sarfraz Hussain,Engineering Sciences,"DHA Suffa Univeristy, Karachi",Ph.D.
Dr. Shaikh Muhammad Ishtiaq,Social Sciences,"DHA Suffa Univeristy, Karachi",Ph.D.
Shoib Ahmed,Engineering Sciences,"DHA Suffa Univeristy, Karachi",MS
Syed Hammad Ahmed,Information Technology,"DHA Suffa Univeristy, Karachi",MS
Syed Hassaan Hussain,Engineering Sciences,"DHA Suffa Univeristy, Karachi",MS
Syed Hassan Hussain,Physics,"DHA Suffa Univeristy, Karachi",MS
Dr. Syed Imran Jami,Information Technology,"DHA Suffa Univeristy, Karachi",Ph.D.
Dr. Tafseer Ahmed Khan,Information Technology,"DHA Suffa Univeristy, Karachi",Ph.D.
Tehseen Azhar,Social Sciences,"DHA Suffa Univeristy, Karachi",MS
Dr. Aamir Mustafa Jafarey,Health Sciences,"Dow Medical College, Karachi","FRCS, MBBS"
Dr. Abdul Gaffar Billoo,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Abdul Momin Kazi,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Abdullah Bin Khalid,Health Sciences,"Dow Medical College, Karachi","FCPS, MBBS"
Dr. Abu Bakr Shaikh,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Adnan Abdul Jabbar,Health Sciences,"Dow Medical College, Karachi",Ph.D.
Dr. Ahmed Ali Shah,Health Sciences,"Dow Medical College, Karachi","FRCS, MBBS"
Dr. Ahmed Burq Maqsood,Health Sciences,"Dow Medical College, Karachi","FRCS, MBBS"
Dr. Ahmed Nadeem Abbasi,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Ali Bin Sarwar Zubairi,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Ali Faisal Saleem,Health Sciences,"Dow Medical College, Karachi","FCPS, MBBS"
Dr. Ali Sarfraz Siddiqui,Health Sciences,"Dow Medical College, Karachi","FCPS, MBBS"
Dr. Amna Subhan Butt,Health Sciences,"Dow Medical College, Karachi","FCPS, MBBS"
Dr. Aneela Darbar,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Anwar Suhail,Health Sciences,"Dow Medical College, Karachi","FRCS, MBBS"
Dr. Anwar Ul Haq,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Arshad Ahmed,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Arshalooz Jamila Rahman,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Arshed Ahmad,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Ashfaq Ahmed,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Asif Ali Imam,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Asif Hasan,Health Sciences,"Dow Medical College, Karachi","FRCS, MBBS"
Dr. Asma Fozia Qureshi,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Asma Usman,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Ayesha Malik,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Aysha Almas,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Aysha Habib Khan,Biological Sciences,"Dow Medical College, Karachi",MBBS
Dr. Azra Arifali,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Badar Afzal Khan,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Basit Salam,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Bilal Mazhar Qureshi,Health Sciences,"Dow Medical College, Karachi","FCPS, MBBS"
Dr. Bushra Afroze,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Bushra Jamil Ali,Biological Sciences,"Dow Medical College, Karachi",MBBS
Dr. Bushra Moiz,Health Sciences,"Dow Medical College, Karachi","FCPS, MBBS"
Dr. Danish Aziz,Health Sciences,"Dow Medical College, Karachi",MRCPCH
Dr. Emaduddin Siddiqui,Health Sciences,"Dow Medical College, Karachi","FCPS, MBBS"
Dr. Erfan Hussain,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Erum Khan,Biological Sciences,"Dow Medical College, Karachi","FCPS, MBBS"
Dr. Erum Saleem,Health Sciences,"Dow Medical College, Karachi","FCPS, MBBS"
Dr. Faisal Ahmed,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Farah Naz Qamar,Health Sciences,"Dow Medical College, Karachi","FCPS, MBBS"
Dr. Faraz Shafiq,Health Sciences,"Dow Medical College, Karachi","FCPS, MBBS"
Dr. Farhat Abbas,Health Sciences,"Dow Medical College, Karachi","FCPS, MBBS"
Dr. Farida Hanif,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Fatima Mubarak,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Fauzia Nasim Minai,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Fowzia Siddiqui,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Gohar Javed,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Hasanat Sharif,Health Sciences,"Dow Medical College, Karachi","FRCS, MBBS"
Dr. Hazim Muhammed Yousuf Brohi,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Humaira Jurair,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Iffat Ahmed,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Iftikhar Salahuddin,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Imran Ahmed,Biological Sciences,"Dow Medical College, Karachi",MBBS
Dr. Imran Siddiqui,Biological Sciences,"Dow Medical College, Karachi",MBBS
Dr. Imtiaz Ali Waggan,Biological Sciences,"Dow Medical College, Karachi",Ph.D.
Dr. Imtiaz Jehen,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Irum Qamar Khan,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Ismat Jabeen,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Jamsheer Jehangir Talati,Health Sciences,"Dow Medical College, Karachi","FRCS, MBBS"
Dr. Javaid Ahmed Khan,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Javed Majid Tai,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Javed Yakoob,Health Sciences,"Dow Medical College, Karachi",Ph.D.
Dr. Joveria Farooqi,Biological Sciences,"Dow Medical College, Karachi",MBBS
Dr. K. M. Inam Pal,Health Sciences,"Dow Medical College, Karachi","FRCS, MBBS"
Dr. Kauser Jabeen,Biological Sciences,"Dow Medical College, Karachi",MBBS
Dr. Khadija Nuzhat Humayun,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Khalil Ahmad,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Kiran Abdul Sattar,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Kiren Habib,Health Sciences,"Dow Medical College, Karachi",MBBS
Dr. Lubna Mushtaque Vohra,Health Sciences,"Dow Medical College, Karachi","MRCS, FCPS, MCPS, MBBS"
Ambrina Qureshi,Health Sciences,"Dow University of Health Sciences (DUHS), Karachi",
Dr. Arshad Hasan,Health Sciences,"Dow University of Health Sciences (DUHS), Karachi",
Dr. Fakhsheena Anjum,Chemical Sciences,"Dow University of Health Sciences (DUHS), Karachi",
Dr. Masood Anwar Qureshi,Health Sciences,"Dow University of Health Sciences (DUHS), Karachi",
Muhammad Asif Qureshi,Health Sciences,"Dow University of Health Sciences (DUHS), Karachi",
Dr. Muhammad Furqan Bari,Health Sciences,"Dow University of Health Sciences (DUHS), Karachi",
Dr. Nighat Nisar,Health Sciences,"Dow University of Health Sciences (DUHS), Karachi",
Dr. Saeed Khan,Biological Sciences,"Dow University of Health Sciences (DUHS), Karachi",
Dr. Shumaila Aman,Chemical Sciences,"Dow University of Health Sciences (DUHS), Karachi",
Syed Omair Adil,Health Sciences,"Dow University of Health Sciences (DUHS), Karachi",
Dr. Arshi Imran,Health Sciences,"Dow University of Health Sciences(DUHS), Karachi",MBBS
Dr. Farah Saeed,Health Sciences,"Dow University of Health Sciences(DUHS), Karachi",Ph.D.
Farooq Alam,Health Sciences,"Dow University of Health Sciences(DUHS), Karachi",M.Phil
Dr. Fauzia Imtiaz,Biological Sciences,"Dow University of Health Sciences(DUHS), Karachi",Ph.D.
Ghulam Mujtaba,Biological Sciences,"Dow University of Health Sciences(DUHS), Karachi",M.Phil
Dr. Hafiz Muhammad Arshad,Health Sciences,"Dow University of Health Sciences(DUHS), Karachi",Ph.D.
Dr. Humera Saeed,Social Sciences,"Dow University of Health Sciences(DUHS), Karachi",MBBS
Kartar Dawani,Biological Sciences,"Dow University of Health Sciences(DUHS), Karachi",M.Phil
Dr. Khalida Perveen,Biological Sciences,"Dow University of Health Sciences(DUHS), Karachi",Ph.D.
Dr. Kiran Rafiq,Health Sciences,"Dow University of Health Sciences(DUHS), Karachi",Ph.D.
Dr. Mahayrookh Asif,Health Sciences,"Dow University of Health Sciences(DUHS), Karachi",Ph.D.
Dr. Mahwish Akhtar,Health Sciences,"Dow University of Health Sciences(DUHS), Karachi",Ph.D.
Dr. Masood Anwar Qureshi,Biological Sciences,"Dow University of Health Sciences(DUHS), Karachi",Ph.D.
Dr. Masood Hameed Khan,Health Sciences,"Dow University of Health Sciences(DUHS), Karachi","Ph.D., MBBS"
Dr. Mehtab Alam,Biological Sciences,"Dow University of Health Sciences(DUHS), Karachi",Ph.D.
Dr. Mehwish Rizvi,Health Sciences,"Dow University of Health Sciences(DUHS), Karachi",Ph.D.
Dr. Meraj Rahim,Biological Sciences,"Dow University of Health Sciences(DUHS), Karachi",Ph.D.
Muhammad Farooq Alam Siddiqui,Health Sciences,"Dow University of Health Sciences(DUHS), Karachi",M.Phil
Dr. Muhammad Israr Nasir,Biological Sciences,"Dow University of Health Sciences(DUHS), Karachi",Ph.D.
Muhammad Javed Anjum,Biological Sciences,"Dow University of Health Sciences(DUHS), Karachi",M.Phil
Dr. Muhammad Rafiq Khanani,Biological Sciences,"Dow University of Health Sciences(DUHS), Karachi",Ph.D.
Muhammad Saleem Khanzada,Biological Sciences,"Dow University of Health Sciences(DUHS), Karachi",M.Phil
Dr. Muhammand Rafiq Khanani,Biological Sciences,"Dow University of Health Sciences(DUHS), Karachi",Ph.D.
Nadeem Alam,Biological Sciences,"Dow University of Health Sciences(DUHS), Karachi",M.Phil
Dr. Nafisa Hassan Ali,Biological Sciences,"Dow University of Health Sciences(DUHS), Karachi",Ph.D.
Dr. Naheed Khan,Biological Sciences,"Dow University of Health Sciences(DUHS), Karachi","Ph.D., M.Phil , MBBS"
Najia Rahim,Health Sciences,"Dow University of Health Sciences(DUHS), Karachi",M.Phil
Dr. Nazeer Khan,Biological Sciences,"Dow University of Health Sciences(DUHS), Karachi",Ph.D.
Nighat Mannan,Biological Sciences,"Dow University of Health Sciences(DUHS), Karachi",M.Phil
Noor Jahan,Health Sciences,"Dow University of Health Sciences(DUHS), Karachi",M.Phil
Dr. Pawan Kumar,Health Sciences,"Dow University of Health Sciences(DUHS), Karachi",MBBS
Dr. Rabia Bushra,Health Sciences,"Dow University of Health Sciences(DUHS), Karachi",Ph.D.
Ranyo,Biological Sciences,"Dow University of Health Sciences(DUHS), Karachi",M.Phil
Riffat Yasmin,Health Sciences,"Dow University of Health Sciences(DUHS), Karachi",M.Phil
Sadaf Hyder Jafri,Biological Sciences,"Dow University of Health Sciences(DUHS), Karachi",M.Phil
Dr. Sana Shamim,Health Sciences,"Dow University of Health Sciences(DUHS), Karachi",Ph.D.
Dr. Shaheen Sharafat,Biological Sciences,"Dow University of Health Sciences(DUHS), Karachi",Ph.D.
Shahida Maqsood,Biological Sciences,"Dow University of Health Sciences(DUHS), Karachi",M.Phil
Shazia Akbar Ansari,Health Sciences,"Dow University of Health Sciences(DUHS), Karachi",M.Phil
Sofia Ali Syed,Health Sciences,"Dow University of Health Sciences(DUHS), Karachi",M.Phil
Dr. Sumbul Shamim,Health Sciences,"Dow University of Health Sciences(DUHS), Karachi",Ph.D.
Dr. Syed Nazarul Hasnain,Biological Sciences,"Dow University of Health Sciences(DUHS), Karachi",Ph.D.
Syed Samiullah,Biological Sciences,"Dow University of Health Sciences(DUHS), Karachi",M.Phil
Dr. Tariq Ali,Health Sciences,"Dow University of Health Sciences(DUHS), Karachi",Ph.D.
Dr. Tehseen Quds,Health Sciences,"Dow University of Health Sciences(DUHS), Karachi",Ph.D.
